cell,domain,s,reuse,pattern,breadth,realized_selectivity,union_share,n_queries,A,B,C,CBO,D,O,D_plus,optimal,regret_D,regret_CBO,regret_D_plus,regret_C,regret_A,regret_B,C_over_A,C_over_B,D_over_CBO,D_over_O,A_over_O,B_over_O,union_rows,semantic_rows_A,semantic_rows_B,semantic_rows_C,semantic_rows_D,tokens_A,tokens_D,switches_D,plan_hist_D,p95_A,p95_D
finproc|s50|r1|PRED_NESTED|c2,finproc,50,1,PRED_NESTED,2,0.4971,0.4971,1,4.4904,2.225145,2.233099,2.225145,2.225145,2.225145,2.225145,B,0.0,0.0,0.0,0.00357,1.01803,0.0,0.4973,1.0036,1.0,1.0,2.018,1.0,9942,20000,9942,9942,9942,1692160,841613,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,184167.5
finproc|s50|r1|PRED_NESTED|c4,finproc,50,1,PRED_NESTED,4,0.4971,0.4971,1,9.54072,4.728586,4.744493,4.728586,4.728586,4.728586,4.728586,B,0.0,0.0,0.0,0.00336,1.01767,0.0,0.4973,1.0034,1.0,1.0,2.0177,1.0,19884,40000,19884,19884,19884,3664320,1822414,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,389199.8
finproc|s50|r1|PRED_OVERLAP|c1,finproc,50,1,PRED_OVERLAP,1,0.4384,0.4384,1,1.91524,0.836068,0.839575,0.836068,0.836068,0.836068,0.836068,B,0.0,0.0,0.0,0.00419,1.29077,0.0,0.4384,1.0042,1.0,1.0,2.2908,1.0,4384,10000,4384,4384,4384,751080,329218,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,68028.1
finproc|s50|r1|PRED_OVERLAP|c2,finproc,50,1,PRED_OVERLAP,2,0.4384,0.4384,1,4.4904,1.9614,1.968414,1.9614,1.9614,1.9614,1.9614,B,0.0,0.0,0.0,0.00358,1.28939,0.0,0.4384,1.0036,1.0,1.0,2.2894,1.0,8768,20000,8768,8768,8768,1692160,741732,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,162346.8
finproc|s50|r1|PRED_OVERLAP|c4,finproc,50,1,PRED_OVERLAP,4,0.4384,0.4384,1,9.54072,4.168224,4.182253,4.168224,4.168224,4.168224,4.168224,B,0.0,0.0,0.0,0.00337,1.28892,0.0,0.4384,1.0034,1.0,1.0,2.2889,1.0,17536,40000,17536,17536,17536,3664320,1606216,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,343093.0
finproc|s50|r1|PRED_MUTEX|c1,finproc,50,1,PRED_MUTEX,1,0.5,0.5,1,1.91524,0.953436,0.957436,0.953436,0.953436,0.953436,0.953436,B,0.0,0.0,0.0,0.0042,1.00878,0.0,0.4999,1.0042,1.0,1.0,2.0088,1.0,5000,10000,5000,5000,5000,751080,375428,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,77577.6
finproc|s50|r1|PRED_MUTEX|c2,finproc,50,1,PRED_MUTEX,2,0.5,0.5,1,4.4904,2.236792,2.244792,2.236792,2.236792,2.236792,2.236792,B,0.0,0.0,0.0,0.00358,1.00752,0.0,0.4999,1.0036,1.0,1.0,2.0075,1.0,10000,20000,10000,10000,10000,1692160,845856,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,185141.8
finproc|s50|r1|PRED_MUTEX|c4,finproc,50,1,PRED_MUTEX,4,0.5,0.5,1,9.54072,4.753504,4.769504,4.753504,4.753504,4.753504,4.753504,B,0.0,0.0,0.0,0.00337,1.00709,0.0,0.4999,1.0034,1.0,1.0,2.0071,1.0,20000,40000,20000,20000,20000,3664320,1831712,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,391270.2
finproc|s50|r10|PRED_SHARED|c1,finproc,50,10,PRED_SHARED,1,0.4971,0.4971,10,1.91596,9.485695,0.953266,1.901756,2.86445,0.953266,1.91596,C,2.00488,0.99499,1.00989,0.0,1.00989,8.95073,0.4975,0.1005,1.5062,3.0049,2.0099,9.9507,4971,10000,49710,4971,14971,751080,1124662,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,78011.35
finproc|s50|r10|PRED_SHARED|c2,finproc,50,10,PRED_SHARED,2,0.4971,0.4971,10,4.49112,22.25145,2.233819,4.458884,6.716185,2.233819,4.49112,C,2.00659,0.99608,1.01051,0.0,1.01051,8.96117,0.4974,0.1004,1.5062,3.0066,2.0105,9.9612,9942,20000,99420,9942,29942,1692160,2533773,3,"{""EAGER"": 1, ""LATE_PERSIST"": 8, ""PER_QUERY"": 1}",13.4,186183.3
finproc|s50|r10|PRED_SHARED|c4,finproc,50,10,PRED_SHARED,4,0.4971,0.4971,10,9.54144,47.28586,4.745213,9.473719,14.269946,4.745213,9.54144,C,2.00723,0.99648,1.01075,0.0,1.01075,8.96496,0.4973,0.1004,1.5063,3.0072,2.0108,9.965,19884,40000,198840,19884,59884,3664320,5486734,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,393475.0
finproc|s50|r10|PRED_DISTINCT|c1,finproc,50,10,PRED_DISTINCT,1,0.50119,0.9991,10,1.91596,9.558722,1.9142,2.879115,2.879115,1.9142,1.9142,C,0.50408,0.50408,0.0,0.0,0.00092,3.99358,0.9991,0.2003,1.0,1.5041,1.0009,4.9936,9991,10000,50119,9991,15053,751080,1130342,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,78694.4
finproc|s50|r10|PRED_DISTINCT|c2,finproc,50,10,PRED_DISTINCT,2,0.50119,0.9991,10,4.49112,22.424497,4.487007,6.750927,6.750927,4.487007,4.487007,C,0.50455,0.50455,0.0,0.0,0.00092,3.99765,0.9991,0.2001,1.0,1.5046,1.0009,4.9977,19982,20000,100238,19982,30106,1692160,2546691,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,187813.4
finproc|s50|r10|PRED_DISTINCT|c4,finproc,50,10,PRED_DISTINCT,4,0.50119,0.9991,10,9.54144,47.654858,9.532709,14.344022,14.344022,9.532709,9.532709,C,0.50472,0.50472,0.0,0.0,0.00092,3.99909,0.9991,0.2,1.0,1.5047,1.0009,4.9991,39964,40000,200476,39964,60212,3664320,5514866,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,396920.0
finproc|s50|r10|PRED_NESTED|c1,finproc,50,10,PRED_NESTED,1,0.49972,0.9131,10,1.91596,9.533214,1.749816,1.925952,1.925952,1.749816,2.092096,C,0.10066,0.10066,0.19561,0.0,0.09495,4.44812,0.9133,0.1835,1.0,1.1007,1.0949,5.4481,9131,10000,49972,9131,10055,751080,755310,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,28394.05
finproc|s50|r10|PRED_NESTED|c2,finproc,50,10,PRED_NESTED,2,0.49972,0.9131,10,4.49112,22.36378,4.101479,4.514735,4.514735,4.101479,4.904376,C,0.10076,0.10076,0.19576,0.0,0.095,4.45261,0.9132,0.1834,1.0,1.1008,1.095,5.4526,18262,20000,99944,18262,20110,1692160,1701665,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,67742.7
finproc|s50|r10|PRED_NESTED|c4,finproc,50,10,PRED_NESTED,4,0.49972,0.9131,10,9.54144,47.525192,8.713493,9.591749,9.591749,8.713493,10.419696,C,0.10079,0.10079,0.19581,0.0,0.09502,4.45421,0.9132,0.1833,1.0,1.1008,1.095,5.4542,36524,40000,199888,36524,40220,3664320,3684870,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,143149.6
finproc|s50|r10|PRED_OVERLAP|c1,finproc,50,10,PRED_OVERLAP,1,0.43788,0.958,10,1.91596,8.352518,1.835112,2.642802,2.642802,1.835112,1.91596,C,0.44013,0.44013,0.04406,0.0,0.04406,3.5515,0.9578,0.2197,1.0,1.4401,1.0441,4.5515,9580,10000,43788,9580,13816,751080,1037454,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,69029.55
finproc|s50|r10|PRED_OVERLAP|c2,finproc,50,10,PRED_OVERLAP,2,0.43788,0.958,10,4.49112,19.594244,4.301704,6.196659,6.196659,4.301704,4.49112,C,0.44051,0.44051,0.04403,0.0,0.04403,3.555,0.9578,0.2195,1.0,1.4405,1.044,4.555,19160,20000,87576,19160,27632,1692160,2337412,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,164733.7
finproc|s50|r10|PRED_OVERLAP|c4,finproc,50,10,PRED_OVERLAP,4,0.43788,0.958,10,9.54144,41.639816,9.139088,13.166214,13.166214,9.139088,9.54144,C,0.44065,0.44065,0.04403,0.0,0.04403,3.55623,0.9578,0.2195,1.0,1.4406,1.044,4.5562,38320,40000,175152,38320,55264,3664320,5061672,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,348135.6
finproc|s50|r10|PRED_MUTEX|c1,finproc,50,10,PRED_MUTEX,1,0.1,1.0,10,1.91596,1.90796,1.91596,1.90796,1.90796,1.90796,1.90796,B,0.0,0.0,0.0,0.00419,0.00419,0.0,1.0,1.0042,1.0,1.0,1.0042,1.0,10000,10000,10000,10000,10000,751080,751080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,15552.55
finproc|s50|r10|PRED_MUTEX|c2,finproc,50,10,PRED_MUTEX,2,0.1,1.0,10,4.49112,4.47512,4.49112,4.47512,4.47512,4.47512,4.47512,B,0.0,0.0,0.0,0.00358,0.00358,0.0,1.0,1.0036,1.0,1.0,1.0036,1.0,20000,20000,20000,20000,20000,1692160,1692160,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 10}",13.4,37091.7
finproc|s50|r10|PRED_MUTEX|c4,finproc,50,10,PRED_MUTEX,4,0.1,1.0,10,9.54144,9.50944,9.54144,9.50944,9.50944,9.50944,9.50944,B,0.0,0.0,0.0,0.00337,0.00337,0.0,1.0,1.0034,1.0,1.0,1.0034,1.0,40000,40000,40000,40000,40000,3664320,3664320,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,78370.0
finproc|s50|r50|PRED_SHARED|c1,finproc,50,50,PRED_SHARED,1,0.4971,0.4971,50,1.91916,47.428475,0.956466,1.904956,2.86765,0.956466,1.91916,C,1.99817,0.99166,1.00651,0.0,1.00651,48.58719,0.4984,0.0202,1.5054,2.9982,2.0065,49.5872,4971,10000,248550,4971,14971,751080,1124662,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,77177.45
finproc|s50|r50|PRED_SHARED|c2,finproc,50,50,PRED_SHARED,2,0.4971,0.4971,50,4.49432,111.25725,2.237019,4.462084,6.719385,2.237019,4.49432,C,2.00372,0.99466,1.00907,0.0,1.00907,48.73461,0.4977,0.0201,1.5059,3.0037,2.0091,49.7346,9942,20000,497100,9942,29942,1692160,2533773,3,"{""EAGER"": 1, ""LATE_PERSIST"": 48, ""PER_QUERY"": 1}",13.4,184167.5
finproc|s50|r50|PRED_SHARED|c4,finproc,50,50,PRED_SHARED,4,0.4971,0.4971,50,9.54464,236.4293,4.748413,9.476919,14.273146,4.748413,9.54464,C,2.00588,0.99581,1.01007,0.0,1.01007,48.79122,0.4975,0.0201,1.5061,3.0059,2.0101,49.7912,19884,40000,994200,19884,59884,3664320,5486734,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,389199.8
finproc|s50|r50|PRED_DISTINCT|c1,finproc,50,50,PRED_DISTINCT,1,0.50084,1.0,50,1.91916,47.761365,1.91916,2.886226,2.886226,1.91916,1.91916,A,0.5039,0.5039,0.0,0.0,0.0,23.8866,1.0,0.0402,1.0,1.5039,1.0,24.8866,10000,10000,250418,10000,15073,751080,1131885,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,38393.8
finproc|s50|r50|PRED_DISTINCT|c2,finproc,50,50,PRED_DISTINCT,2,0.50084,1.0,50,4.49432,112.046318,4.49432,6.763271,6.763271,4.49432,4.49432,A,0.50485,0.50485,0.0,0.0,0.0,23.93065,1.0,0.0401,1.0,1.5048,1.0,24.9306,20000,20000,500836,20000,30146,1692160,2550157,1,"{""EAGER"": 0, ""LATE_PERSIST"": 49, ""PER_QUERY"": 1}",13.4,91612.2
finproc|s50|r50|PRED_DISTINCT|c4,finproc,50,50,PRED_DISTINCT,4,0.50084,1.0,50,9.54464,238.112044,9.54464,14.36663,14.36663,9.54464,9.54464,A,0.5052,0.5052,0.0,0.0,0.0,23.9472,1.0,0.0401,1.0,1.5052,1.0,24.9472,40000,40000,1001672,40000,60292,3664320,5522358,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,193597.6
finproc|s50|r50|PRED_NESTED|c1,finproc,50,50,PRED_NESTED,1,0.49959,0.9812,50,1.91916,47.654578,1.883284,1.922735,1.958611,1.883284,1.958611,C,0.04,0.02095,0.04,0.0,0.01905,24.30398,0.9813,0.0395,1.0187,1.04,1.019,25.304,9812,10000,249796,9812,10206,751080,766634,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,3421.15
finproc|s50|r50|PRED_NESTED|c2,finproc,50,50,PRED_NESTED,2,0.49959,0.9812,50,4.49432,111.791692,4.410159,4.502657,4.586818,4.410159,4.586818,C,0.04006,0.02097,0.04006,0.0,0.01908,24.34867,0.9813,0.0394,1.0187,1.0401,1.0191,25.3487,19624,20000,499592,19624,20412,1692160,1727182,3,"{""EAGER"": 1, ""LATE_PERSIST"": 48, ""PER_QUERY"": 1}",13.4,8148.9
finproc|s50|r50|PRED_NESTED|c4,finproc,50,50,PRED_NESTED,4,0.49959,0.9812,50,9.54464,237.56796,9.36579,9.562322,9.741172,9.36579,9.741172,C,0.04008,0.02098,0.04008,0.0,0.0191,24.3655,0.9813,0.0394,1.0187,1.0401,1.0191,25.3655,39248,40000,999184,39248,40824,3664320,3740132,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,17208.4
finproc|s50|r50|PRED_OVERLAP|c1,finproc,50,50,PRED_OVERLAP,1,0.43718,1.0,50,1.91916,41.699675,1.91916,2.755148,2.755148,1.91916,1.91916,A,0.4356,0.4356,0.0,0.0,0.0,20.72809,1.0,0.046,1.0,1.4356,1.0,21.7281,10000,10000,218589,10000,14384,751080,1080298,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22233.95
finproc|s50|r50|PRED_OVERLAP|c2,finproc,50,50,PRED_OVERLAP,2,0.43718,1.0,50,4.49432,97.822223,4.49432,6.45564,6.45564,4.49432,4.49432,A,0.4364,0.4364,0.0,0.0,0.0,20.76574,1.0,0.0459,1.0,1.4364,1.0,21.7657,20000,20000,437178,20000,28768,1692160,2433892,1,"{""EAGER"": 0, ""LATE_PERSIST"": 49, ""PER_QUERY"": 1}",13.4,53058.5
finproc|s50|r50|PRED_OVERLAP|c4,finproc,50,50,PRED_OVERLAP,4,0.43718,1.0,50,9.54464,207.88143,9.54464,13.712784,13.712784,9.54464,9.54464,A,0.4367,0.4367,0.0,0.0,0.0,20.77991,1.0,0.0459,1.0,1.4367,1.0,21.7799,40000,40000,874356,40000,57536,3664320,5270536,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,112126.4
finproc|s50|r50|PRED_MUTEX|c1,finproc,50,50,PRED_MUTEX,1,0.02,1.0,50,1.91916,1.91116,1.91916,1.91116,1.91116,1.91116,1.91116,B,0.0,0.0,0.0,0.00419,0.00419,0.0,1.0,1.0042,1.0,1.0,1.0042,1.0,10000,10000,10000,10000,10000,751080,751080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,3133.05
finproc|s50|r50|PRED_MUTEX|c2,finproc,50,50,PRED_MUTEX,2,0.02,1.0,50,4.49432,4.47832,4.49432,4.47832,4.47832,4.47832,4.47832,B,0.0,0.0,0.0,0.00357,0.00357,0.0,1.0,1.0036,1.0,1.0,1.0036,1.0,20000,20000,20000,20000,20000,1692160,1692160,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 50}",13.4,7452.7
finproc|s50|r50|PRED_MUTEX|c4,finproc,50,50,PRED_MUTEX,4,0.02,1.0,50,9.54464,9.51264,9.54464,9.51264,9.51264,9.51264,9.51264,B,0.0,0.0,0.0,0.00336,0.00336,0.0,1.0,1.0034,1.0,1.0,1.0034,1.0,40000,40000,40000,40000,40000,3664320,3664320,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,15732.0
finproc|s50|r100|PRED_SHARED|c1,finproc,50,100,PRED_SHARED,1,0.4971,0.4971,100,1.92316,94.85695,0.960466,1.908956,2.87165,0.960466,1.92316,C,1.98985,0.98753,1.00232,0.0,1.00232,97.76135,0.4994,0.0101,1.5043,2.9898,2.0023,98.7614,4971,10000,497100,4971,14971,751080,1124662,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s50|r100|PRED_SHARED|c2,finproc,50,100,PRED_SHARED,2,0.4971,0.4971,100,4.49832,222.5145,2.241019,4.466084,6.723385,2.241019,4.49832,C,2.00015,0.99288,1.00727,0.0,1.00727,98.29168,0.4982,0.0101,1.5054,3.0001,2.0073,99.2917,9942,20000,994200,9942,29942,1692160,2533773,3,"{""EAGER"": 1, ""LATE_PERSIST"": 98, ""PER_QUERY"": 1}",13.4,13.4
finproc|s50|r100|PRED_SHARED|c4,finproc,50,100,PRED_SHARED,4,0.4971,0.4971,100,9.54864,472.8586,4.752413,9.480919,14.277146,4.752413,9.54864,C,2.00419,0.99497,1.00922,0.0,1.00922,98.49863,0.4977,0.0101,1.5059,3.0042,2.0092,99.4986,19884,40000,1988400,19884,59884,3664320,5486734,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s50|r100|PRED_DISTINCT|c1,finproc,50,100,PRED_DISTINCT,1,0.50092,1.0,100,1.92316,95.53849,1.92316,2.890226,2.890226,1.92316,1.92316,A,0.50285,0.50285,0.0,0.0,0.0,48.67787,1.0,0.0201,1.0,1.5029,1.0,49.6779,10000,10000,500916,10000,15073,751080,1131885,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,5142.85
finproc|s50|r100|PRED_DISTINCT|c2,finproc,50,100,PRED_DISTINCT,2,0.50092,1.0,100,4.49832,224.129436,4.49832,6.767271,6.767271,4.49832,4.49832,A,0.5044,0.5044,0.0,0.0,0.0,48.82514,1.0,0.0201,1.0,1.5044,1.0,49.8251,20000,20000,1001832,20000,30146,1692160,2550157,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,12258.3
finproc|s50|r100|PRED_DISTINCT|c4,finproc,50,100,PRED_DISTINCT,4,0.50092,1.0,100,9.54864,476.302168,9.54864,14.37063,14.37063,9.54864,9.54864,A,0.50499,0.50499,0.0,0.0,0.0,48.88168,1.0,0.02,1.0,1.505,1.0,49.8817,40000,40000,2003664,40000,60292,3664320,5522358,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,25893.4
finproc|s50|r100|PRED_NESTED|c1,finproc,50,100,PRED_NESTED,1,0.49964,0.9897,100,1.92316,95.319318,1.903548,1.922123,1.941734,1.903548,1.941734,C,0.02006,0.00976,0.02006,0.0,0.0103,49.07455,0.9898,0.02,1.0102,1.0201,1.0103,50.0746,9897,10000,499641,9897,10097,751080,758403,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1637.85
finproc|s50|r100|PRED_NESTED|c2,finproc,50,100,PRED_NESTED,2,0.49964,0.9897,100,4.49832,223.606943,4.452298,4.495849,4.541871,4.452298,4.541871,C,0.02012,0.00978,0.02012,0.0,0.01034,49.22281,0.9898,0.0199,1.0102,1.0201,1.0103,50.2228,19794,20000,999282,19794,20194,1692160,1708649,3,"{""EAGER"": 1, ""LATE_PERSIST"": 98, ""PER_QUERY"": 1}",13.4,3886.3
finproc|s50|r100|PRED_NESTED|c4,finproc,50,100,PRED_NESTED,4,0.49964,0.9897,100,9.54864,475.185782,9.450828,9.543362,9.641174,9.450828,9.641174,C,0.02014,0.00979,0.02014,0.0,0.01035,49.2798,0.9898,0.0199,1.0102,1.0201,1.0103,50.2798,39588,40000,1998564,39588,40388,3664320,3700014,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8196.0
finproc|s50|r100|PRED_OVERLAP|c1,finproc,50,100,PRED_OVERLAP,1,0.43742,1.0,100,1.92316,83.447434,1.92316,2.759148,2.759148,1.92316,1.92316,A,0.43469,0.43469,0.0,0.0,0.0,42.39079,1.0,0.023,1.0,1.4347,1.0,43.3908,10000,10000,437423,10000,14384,751080,1080298,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,9647.0
finproc|s50|r100|PRED_OVERLAP|c2,finproc,50,100,PRED_OVERLAP,2,0.43742,1.0,100,4.49832,195.756785,4.49832,6.45964,6.45964,4.49832,4.49832,A,0.43601,0.43601,0.0,0.0,0.0,42.51775,1.0,0.023,1.0,1.436,1.0,43.5178,20000,20000,874846,20000,28768,1692160,2433892,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,23006.6
finproc|s50|r100|PRED_OVERLAP|c4,finproc,50,100,PRED_OVERLAP,4,0.43742,1.0,100,9.54864,416.001258,9.54864,13.716784,13.716784,9.54864,9.54864,A,0.43652,0.43652,0.0,0.0,0.0,42.56655,1.0,0.023,1.0,1.4365,1.0,43.5665,40000,40000,1749692,40000,57536,3664320,5270536,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,48608.0
finproc|s50|r100|PRED_MUTEX|c1,finproc,50,100,PRED_MUTEX,1,0.01,1.0,100,1.92316,1.91516,1.92316,1.91516,1.91516,1.91516,1.91516,B,0.0,0.0,0.0,0.00418,0.00418,0.0,1.0,1.0042,1.0,1.0,1.0042,1.0,10000,10000,10000,10000,10000,751080,751080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1575.25
finproc|s50|r100|PRED_MUTEX|c2,finproc,50,100,PRED_MUTEX,2,0.01,1.0,100,4.49832,4.48232,4.49832,4.48232,4.48232,4.48232,4.48232,B,0.0,0.0,0.0,0.00357,0.00357,0.0,1.0,1.0036,1.0,1.0,1.0036,1.0,20000,20000,20000,20000,20000,1692160,1692160,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 100}",13.4,3737.1
finproc|s50|r100|PRED_MUTEX|c4,finproc,50,100,PRED_MUTEX,4,0.01,1.0,100,9.54864,9.51664,9.54864,9.51664,9.51664,9.51664,9.51664,B,0.0,0.0,0.0,0.00336,0.00336,0.0,1.0,1.0034,1.0,1.0,1.0034,1.0,40000,40000,40000,40000,40000,3664320,3664320,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7880.8
finproc|s75|r1|PRED_SHARED|c1,finproc,75,1,PRED_SHARED,1,0.7509,0.7509,1,1.91524,1.432228,1.438236,1.432228,1.438236,1.432228,1.438236,B,0.00419,0.0,0.00419,0.00419,0.33724,0.0,0.7509,1.0042,1.0042,1.0042,1.3372,1.0,7509,10000,7509,7509,7509,751080,564017,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,116529.2
finproc|s75|r1|PRED_SHARED|c2,finproc,75,1,PRED_SHARED,2,0.7509,0.7509,1,4.4904,3.359971,3.371985,3.359971,3.371985,3.359971,3.371985,B,0.00358,0.0,0.00358,0.00358,0.33644,0.0,0.7509,1.0036,1.0036,1.0036,1.3364,1.0,15018,20000,15018,15018,15018,1692160,1270705,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,278099.0
finproc|s75|r1|PRED_SHARED|c4,finproc,75,1,PRED_SHARED,4,0.7509,0.7509,1,9.54072,7.140366,7.164395,7.140366,7.164395,7.140366,7.164395,B,0.00337,0.0,0.00337,0.00337,0.33617,0.0,0.7509,1.0034,1.0034,1.0034,1.3362,1.0,30036,40000,30036,30036,30036,3664320,2751662,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,587722.4
finproc|s75|r1|PRED_DISTINCT|c1,finproc,75,1,PRED_DISTINCT,1,0.7505,0.7505,1,1.91524,1.431037,1.43704,1.431037,1.43704,1.431037,1.43704,B,0.0042,0.0,0.0042,0.0042,0.33836,0.0,0.7503,1.0042,1.0042,1.0042,1.3384,1.0,7505,10000,7505,7505,7505,751080,563502,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,116434.95
finproc|s75|r1|PRED_DISTINCT|c2,finproc,75,1,PRED_DISTINCT,2,0.7505,0.7505,1,4.4904,3.357323,3.369331,3.357323,3.369331,3.357323,3.369331,B,0.00358,0.0,0.00358,0.00358,0.33749,0.0,0.7503,1.0036,1.0036,1.0036,1.3375,1.0,15010,20000,15010,15010,15010,1692160,1269599,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,277886.5
finproc|s75|r1|PRED_DISTINCT|c4,finproc,75,1,PRED_DISTINCT,4,0.7505,0.7505,1,9.54072,7.134846,7.158862,7.134846,7.158862,7.134846,7.158862,B,0.00337,0.0,0.00337,0.00337,0.3372,0.0,0.7503,1.0034,1.0034,1.0034,1.3372,1.0,30020,40000,30020,30020,30020,3664320,2749338,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,587280.6
finproc|s75|r1|PRED_NESTED|c1,finproc,75,1,PRED_NESTED,1,0.7509,0.7509,1,1.91524,1.432228,1.438236,1.432228,1.438236,1.432228,1.438236,B,0.00419,0.0,0.00419,0.00419,0.33724,0.0,0.7509,1.0042,1.0042,1.0042,1.3372,1.0,7509,10000,7509,7509,7509,751080,564017,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,116529.2
finproc|s75|r1|PRED_NESTED|c2,finproc,75,1,PRED_NESTED,2,0.7509,0.7509,1,4.4904,3.359971,3.371985,3.359971,3.371985,3.359971,3.371985,B,0.00358,0.0,0.00358,0.00358,0.33644,0.0,0.7509,1.0036,1.0036,1.0036,1.3364,1.0,15018,20000,15018,15018,15018,1692160,1270705,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,278099.0
