cell,domain,s,reuse,pattern,breadth,realized_selectivity,union_share,n_queries,A,B,C,CBO,D,O,D_plus,optimal,regret_D,regret_CBO,regret_D_plus,regret_C,regret_A,regret_B,C_over_A,C_over_B,D_over_CBO,D_over_O,A_over_O,B_over_O,union_rows,semantic_rows_A,semantic_rows_B,semantic_rows_C,semantic_rows_D,tokens_A,tokens_D,switches_D,plan_hist_D,p95_A,p95_D
ecom|s1|r100|PRED_NESTED|c1,ecom,1,100,PRED_NESTED,1,0.01035,0.0212,100,2.603684,2.680814,0.063038,0.064573,0.064573,0.063038,0.064573,C,0.02435,0.02435,0.02435,0.0,40.30367,41.52723,0.0242,0.0235,1.0,1.0244,41.3037,42.5272,212,10000,10349,212,218,1058958,23071,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,284.35
ecom|s1|r100|PRED_NESTED|c2,ecom,1,100,PRED_NESTED,2,0.01035,0.0212,100,5.202216,5.357063,0.118107,0.121177,0.121177,0.118107,0.121177,C,0.02599,0.02599,0.02599,0.0,43.04656,44.35763,0.0227,0.022,1.0,1.026,44.0466,45.3576,424,20000,20698,424,436,2011724,43822,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,566.7
ecom|s1|r100|PRED_NESTED|c4,ecom,1,100,PRED_NESTED,4,0.01035,0.0212,100,9.73928,10.026526,0.214254,0.219998,0.219998,0.214254,0.219998,C,0.02681,0.02681,0.02681,0.0,44.45662,45.79729,0.022,0.0214,1.0,1.0268,45.4566,46.7973,848,40000,41396,848,872,3727256,81182,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1053.4
ecom|s1|r100|PRED_OVERLAP|c1,ecom,1,100,PRED_OVERLAP,1,0.00984,0.3911,100,2.603684,2.556359,1.02284,1.039651,1.039651,1.02284,1.039651,C,0.01644,0.01644,0.01644,0.0,1.54554,1.49927,0.3928,0.4001,1.0,1.0164,2.5455,2.4993,3911,10000,9842,3911,3976,1058958,420896,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1120.05
ecom|s1|r100|PRED_OVERLAP|c2,ecom,1,100,PRED_OVERLAP,2,0.00984,0.3911,100,5.202216,5.104558,2.038859,2.07247,2.07247,2.038859,2.07247,C,0.01649,0.01649,0.01649,0.0,1.55153,1.50364,0.3919,0.3994,1.0,1.0165,2.5515,2.5036,7822,20000,19684,7822,7952,2011724,799576,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,2269.3
ecom|s1|r100|PRED_OVERLAP|c4,ecom,1,100,PRED_OVERLAP,4,0.00984,0.3911,100,9.73928,9.551384,3.812769,3.875693,3.875693,3.812769,3.875693,C,0.0165,0.0165,0.0165,0.0,1.55438,1.5051,0.3915,0.3992,1.0,1.0165,2.5544,2.5051,15644,40000,39368,15644,15904,3727256,1481392,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4249.8
ecom|s1|r100|PRED_MUTEX|c1,ecom,1,100,PRED_MUTEX,1,0.01,1.0,100,2.603684,2.595684,2.603684,2.595684,2.595684,2.595684,2.595684,B,0.0,0.0,0.0,0.00308,0.00308,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2118.4
ecom|s1|r100|PRED_MUTEX|c2,ecom,1,100,PRED_MUTEX,2,0.01,1.0,100,5.202216,5.186216,5.202216,5.186216,5.186216,5.186216,5.186216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 100}",13.4,4298.1
ecom|s1|r100|PRED_MUTEX|c4,ecom,1,100,PRED_MUTEX,4,0.01,1.0,100,9.73928,9.70728,9.73928,9.70728,9.70728,9.70728,9.70728,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8060.8
ecom|s5|r1|PRED_SHARED|c1,ecom,5,1,PRED_SHARED,1,0.0531,0.0531,1,2.595764,0.137579,0.138004,0.137579,0.137579,0.137579,0.137579,B,0.0,0.0,0.0,0.00309,17.86737,0.0,0.0532,1.0031,1.0,1.0,18.8674,1.0,531,10000,531,531,531,1058958,56273,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,11099.0
ecom|s5|r1|PRED_SHARED|c2,ecom,5,1,PRED_SHARED,2,0.0531,0.0531,1,5.194296,0.275217,0.276067,0.275217,0.275217,0.275217,0.275217,B,0.0,0.0,0.0,0.00309,17.87346,0.0,0.0531,1.0031,1.0,1.0,18.8735,1.0,1062,20000,1062,1062,1062,2011724,106905,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22623.2
ecom|s5|r1|PRED_SHARED|c4,ecom,5,1,PRED_SHARED,4,0.0531,0.0531,1,9.73136,0.515446,0.517145,0.515446,0.515446,0.515446,0.515446,B,0.0,0.0,0.0,0.0033,17.87949,0.0,0.0531,1.0033,1.0,1.0,18.8795,1.0,2124,40000,2124,2124,2124,3727256,198080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,42485.6
ecom|s5|r1|PRED_DISTINCT|c1,ecom,5,1,PRED_DISTINCT,1,0.049,0.049,1,2.595764,0.127351,0.127743,0.127351,0.127351,0.127351,0.127351,B,0.0,0.0,0.0,0.00308,19.38275,0.0,0.0492,1.0031,1.0,1.0,20.3828,1.0,490,10000,490,490,490,1058958,52045,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10277.95
ecom|s5|r1|PRED_DISTINCT|c2,ecom,5,1,PRED_DISTINCT,2,0.049,0.049,1,5.194296,0.254518,0.255302,0.254518,0.254518,0.254518,0.254518,B,0.0,0.0,0.0,0.00308,19.40836,0.0,0.0492,1.0031,1.0,1.0,20.4084,1.0,980,20000,980,980,980,2011724,98846,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,20924.1
ecom|s5|r1|PRED_DISTINCT|c4,ecom,5,1,PRED_DISTINCT,4,0.049,0.049,1,9.73136,0.476512,0.47808,0.476512,0.476512,0.476512,0.476512,B,0.0,0.0,0.0,0.00329,19.42207,0.0,0.0491,1.0033,1.0,1.0,20.4221,1.0,1960,40000,1960,1960,1960,3727256,183138,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,39276.4
ecom|s5|r1|PRED_NESTED|c1,ecom,5,1,PRED_NESTED,1,0.0531,0.0531,1,2.595764,0.137579,0.138004,0.137579,0.137579,0.137579,0.137579,B,0.0,0.0,0.0,0.00309,17.86737,0.0,0.0532,1.0031,1.0,1.0,18.8674,1.0,531,10000,531,531,531,1058958,56273,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,11099.0
ecom|s5|r1|PRED_NESTED|c2,ecom,5,1,PRED_NESTED,2,0.0531,0.0531,1,5.194296,0.275217,0.276067,0.275217,0.275217,0.275217,0.275217,B,0.0,0.0,0.0,0.00309,17.87346,0.0,0.0531,1.0031,1.0,1.0,18.8735,1.0,1062,20000,1062,1062,1062,2011724,106905,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22623.2
ecom|s5|r1|PRED_NESTED|c4,ecom,5,1,PRED_NESTED,4,0.0531,0.0531,1,9.73136,0.515446,0.517145,0.515446,0.515446,0.515446,0.515446,B,0.0,0.0,0.0,0.0033,17.87949,0.0,0.0531,1.0033,1.0,1.0,18.8795,1.0,2124,40000,2124,2124,2124,3727256,198080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,42485.6
ecom|s5|r1|PRED_OVERLAP|c1,ecom,5,1,PRED_OVERLAP,1,0.0509,0.0509,1,2.595764,0.132011,0.132418,0.132011,0.132011,0.132011,0.132011,B,0.0,0.0,0.0,0.00308,18.66331,0.0,0.051,1.0031,1.0,1.0,19.6633,1.0,509,10000,509,509,509,1058958,53974,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10651.65
ecom|s5|r1|PRED_OVERLAP|c2,ecom,5,1,PRED_OVERLAP,2,0.0509,0.0509,1,5.194296,0.263979,0.264793,0.263979,0.263979,0.263979,0.263979,B,0.0,0.0,0.0,0.00309,18.67693,0.0,0.051,1.0031,1.0,1.0,19.6769,1.0,1018,20000,1018,1018,1018,2011724,102525,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,21700.9
ecom|s5|r1|PRED_OVERLAP|c4,ecom,5,1,PRED_OVERLAP,4,0.0509,0.0509,1,9.73136,0.494322,0.495951,0.494322,0.494322,0.494322,0.494322,B,0.0,0.0,0.0,0.0033,18.68628,0.0,0.051,1.0033,1.0,1.0,19.6863,1.0,2036,40000,2036,2036,2036,3727256,189956,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,40745.4
ecom|s5|r1|PRED_MUTEX|c1,ecom,5,1,PRED_MUTEX,1,0.05,0.05,1,2.595764,0.129454,0.129854,0.129454,0.129454,0.129454,0.129454,B,0.0,0.0,0.0,0.00309,19.05163,0.0,0.05,1.0031,1.0,1.0,20.0516,1.0,500,10000,500,500,500,1058958,52938,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10444.5
ecom|s5|r1|PRED_MUTEX|c2,ecom,5,1,PRED_MUTEX,2,0.05,0.05,1,5.194296,0.258956,0.259756,0.258956,0.258956,0.258956,0.258956,B,0.0,0.0,0.0,0.00309,19.0586,0.0,0.05,1.0031,1.0,1.0,20.0586,1.0,1000,20000,1000,1000,1000,2011724,100564,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,21288.4
ecom|s5|r1|PRED_MUTEX|c4,ecom,5,1,PRED_MUTEX,4,0.05,0.05,1,9.73136,0.48496,0.48656,0.48496,0.48496,0.48496,0.48496,B,0.0,0.0,0.0,0.0033,19.06631,0.0,0.05,1.0033,1.0,1.0,20.0663,1.0,2000,40000,2000,2000,2000,3727256,186316,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,39976.2
ecom|s5|r10|PRED_SHARED|c1,ecom,5,10,PRED_SHARED,1,0.0531,0.0531,10,2.596484,1.375795,0.138724,0.276224,0.276224,0.138724,0.276224,C,0.99117,0.99117,0.99117,0.0,17.71687,8.91748,0.0534,0.1008,1.0,1.9912,18.7169,9.9175,531,10000,5310,531,1062,1058958,112546,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,11099.0
ecom|s5|r10|PRED_SHARED|c2,ecom,5,10,PRED_SHARED,2,0.0531,0.0531,10,5.195016,2.75217,0.276787,0.551924,0.551924,0.276787,0.551924,C,0.99404,0.99404,0.99404,0.0,17.76903,8.94329,0.0533,0.1006,1.0,1.994,18.769,9.9433,1062,20000,10620,1062,2124,2011724,213810,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22623.2
ecom|s5|r10|PRED_SHARED|c4,ecom,5,10,PRED_SHARED,4,0.0531,0.0531,10,9.73208,5.15446,0.517865,1.033231,1.033231,0.517865,1.033231,C,0.99517,0.99517,0.99517,0.0,17.79269,8.95329,0.0532,0.1005,1.0,1.9952,18.7927,9.9533,2124,40000,21240,2124,4248,3727256,396160,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,42485.6
ecom|s5|r10|PRED_DISTINCT|c1,ecom,5,10,PRED_DISTINCT,1,0.0504,0.4007,10,2.596484,1.305392,1.041169,1.092999,1.092999,1.041169,1.092999,C,0.04978,0.04978,0.04978,0.0,1.49382,0.25378,0.401,0.7976,1.0,1.0498,2.4938,1.2538,4007,10000,5040,4007,4207,1058958,445653,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10957.1
ecom|s5|r10|PRED_DISTINCT|c2,ecom,5,10,PRED_DISTINCT,2,0.0504,0.4007,10,5.195016,2.611136,2.082416,2.185964,2.185964,2.082416,2.185964,C,0.04972,0.04972,0.04972,0.0,1.49471,0.2539,0.4008,0.7975,1.0,1.0497,2.4947,1.2539,8014,20000,10080,8014,8414,2011724,846559,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22337.0
ecom|s5|r10|PRED_DISTINCT|c4,ecom,5,10,PRED_DISTINCT,4,0.0504,0.4007,10,9.73208,4.889984,3.900448,4.094232,4.094232,3.900448,4.094232,C,0.04968,0.04968,0.04968,0.0,1.49512,0.2537,0.4008,0.7976,1.0,1.0497,2.4951,1.2537,16028,40000,20160,16028,16828,3727256,1568438,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,41946.8
ecom|s5|r10|PRED_NESTED|c1,ecom,5,10,PRED_NESTED,1,0.05191,0.0926,10,2.596484,1.343595,0.241068,0.264006,0.264006,0.241068,0.264006,C,0.09515,0.09515,0.09515,0.0,9.77076,4.57352,0.0928,0.1794,1.0,1.0952,10.7708,5.5735,926,10000,5191,926,1015,1058958,107459,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4000.35
ecom|s5|r10|PRED_NESTED|c2,ecom,5,10,PRED_NESTED,2,0.05191,0.0926,10,5.195016,2.688345,0.481752,0.527703,0.527703,0.481752,0.527703,C,0.09538,0.09538,0.09538,0.0,9.7836,4.58036,0.0927,0.1792,1.0,1.0954,10.7836,5.5804,1852,20000,10382,1852,2030,2011724,204173,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8142.7
ecom|s5|r10|PRED_NESTED|c4,ecom,5,10,PRED_NESTED,4,0.05191,0.0926,10,9.73208,5.035238,0.902003,0.988105,0.988105,0.902003,0.988105,C,0.09546,0.09546,0.09546,0.0,9.78941,4.58228,0.0927,0.1791,1.0,1.0955,10.7894,5.5823,3704,40000,20764,3704,4060,3727256,378316,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,15281.4
ecom|s5|r10|PRED_OVERLAP|c1,ecom,5,10,PRED_OVERLAP,1,0.0513,0.2429,10,2.596484,1.328685,0.631396,0.715327,0.715327,0.631396,0.715327,C,0.13293,0.13293,0.13293,0.0,3.11229,1.10436,0.2432,0.4752,1.0,1.1329,4.1123,2.1044,2429,10000,5130,2429,2754,1058958,291721,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10651.65
ecom|s5|r10|PRED_OVERLAP|c2,ecom,5,10,PRED_OVERLAP,2,0.0513,0.2429,10,5.195016,2.657806,1.262845,1.430766,1.430766,1.262845,1.430766,C,0.13297,0.13297,0.13297,0.0,3.11374,1.10462,0.2431,0.4751,1.0,1.133,4.1137,2.1046,4858,20000,10260,4858,5508,2011724,554218,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,21700.9
ecom|s5|r10|PRED_OVERLAP|c4,ecom,5,10,PRED_OVERLAP,4,0.0513,0.2429,10,9.73208,4.977468,2.365431,2.67988,2.67988,2.365431,2.67988,C,0.13294,0.13294,0.13294,0.0,3.11429,1.10425,0.2431,0.4752,1.0,1.1329,4.1143,2.1043,9716,40000,20520,9716,11016,3727256,1026886,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,40745.4
ecom|s5|r10|PRED_MUTEX|c1,ecom,5,10,PRED_MUTEX,1,0.05,0.5,10,2.596484,1.294624,1.298624,1.294624,1.294624,1.294624,1.294624,B,0.0,0.0,0.0,0.00309,1.00559,0.0,0.5001,1.0031,1.0,1.0,2.0056,1.0,5000,10000,5000,5000,5000,1058958,529502,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10462.5
ecom|s5|r10|PRED_MUTEX|c2,ecom,5,10,PRED_MUTEX,2,0.05,0.5,10,5.195016,2.589968,2.597968,2.589968,2.589968,2.589968,2.589968,B,0.0,0.0,0.0,0.00309,1.00582,0.0,0.5001,1.0031,1.0,1.0,2.0058,1.0,10000,20000,10000,10000,10000,2011724,1005924,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,21329.2
ecom|s5|r10|PRED_MUTEX|c4,ecom,5,10,PRED_MUTEX,4,0.05,0.5,10,9.73208,4.850656,4.866656,4.850656,4.850656,4.850656,4.850656,B,0.0,0.0,0.0,0.0033,1.00634,0.0,0.5001,1.0033,1.0,1.0,2.0063,1.0,20000,40000,20000,20000,20000,3727256,1863768,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,40062.6
ecom|s5|r50|PRED_SHARED|c1,ecom,5,50,PRED_SHARED,1,0.0531,0.0531,50,2.599684,6.878975,0.141924,0.279424,2.737183,0.141924,2.599684,C,18.28622,0.96882,17.3174,0.0,17.3174,47.46932,0.0546,0.0206,9.7958,19.2862,18.3174,48.4693,531,10000,26550,531,10531,1058958,1115231,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,11099.0
ecom|s5|r50|PRED_SHARED|c2,ecom,5,50,PRED_SHARED,2,0.0531,0.0531,50,5.198216,13.76085,0.279987,0.555124,5.473353,0.279987,5.198216,C,18.54862,0.98268,17.56595,0.0,17.56595,48.14824,0.0539,0.0203,9.8597,19.5486,18.5659,49.1482,1062,20000,53100,1062,21062,2011724,2118629,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,22623.2
ecom|s5|r50|PRED_SHARED|c4,ecom,5,50,PRED_SHARED,4,0.0531,0.0531,50,9.73528,25.7723,0.521065,1.036431,10.250646,0.521065,9.73528,C,18.67248,0.98906,17.68342,0.0,17.68342,48.4608,0.0535,0.0202,9.8903,19.6725,18.6834,49.4608,2124,40000,106200,2124,42124,3727256,3925336,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,42485.6
ecom|s5|r50|PRED_DISTINCT|c1,ecom,5,50,PRED_DISTINCT,1,0.05026,0.9265,50,2.599684,6.50432,2.408681,2.527584,2.527584,2.408681,2.599684,C,0.04936,0.04936,0.0793,0.0,0.0793,1.70037,0.9265,0.3703,1.0,1.0494,1.0793,2.7004,9265,10000,25131,9265,9723,1058958,1029692,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,9462.9
ecom|s5|r50|PRED_DISTINCT|c2,ecom,5,50,PRED_DISTINCT,2,0.05026,0.9265,50,5.198216,13.012733,4.816107,5.05385,5.05385,4.816107,5.198216,C,0.04936,0.04936,0.07934,0.0,0.07934,1.70192,0.9265,0.3701,1.0,1.0494,1.0793,2.7019,18530,20000,50262,18530,19446,2011724,1956119,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19279.6
ecom|s5|r50|PRED_DISTINCT|c4,ecom,5,50,PRED_DISTINCT,4,0.05026,0.9265,50,9.73528,24.370914,9.01947,9.464664,9.464664,9.01947,9.73528,C,0.04936,0.04936,0.07936,0.0,0.07936,1.70203,0.9265,0.3701,1.0,1.0494,1.0794,2.702,37060,40000,100524,37060,38892,3727256,3624236,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,36201.0
ecom|s5|r50|PRED_NESTED|c1,ecom,5,50,PRED_NESTED,1,0.05171,0.099,50,2.599684,6.691992,0.260833,0.265782,2.604633,0.260833,2.604633,C,8.98583,0.01898,8.98583,0.0,8.96685,24.65623,0.1003,0.039,9.7999,9.9858,9.9669,25.6562,990,10000,25857,990,10019,1058958,1060980,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,642.35
ecom|s5|r50|PRED_NESTED|c2,ecom,5,50,PRED_NESTED,2,0.05171,0.099,50,5.198216,13.389951,0.518122,0.528007,5.208101,0.518122,5.208101,C,9.05188,0.01908,9.05188,0.0,9.0328,24.84324,0.0997,0.0387,9.8637,10.0519,10.0328,25.8432,1980,20000,51714,1980,20038,2011724,2015563,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1295.3
ecom|s5|r50|PRED_NESTED|c4,ecom,5,50,PRED_NESTED,4,0.05171,0.099,50,9.73528,25.079306,0.96736,0.985862,9.753782,0.96736,9.753782,C,9.08289,0.01913,9.08289,0.0,9.06376,24.92551,0.0994,0.0386,9.8937,10.0829,10.0638,25.9255,3960,40000,103428,3960,40076,3727256,3734368,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2421.2
ecom|s5|r50|PRED_OVERLAP|c1,ecom,5,50,PRED_OVERLAP,1,0.05161,0.7244,50,2.599684,6.683037,1.883973,1.997158,1.997158,1.883973,2.599684,C,0.06008,0.06008,0.37989,0.0,0.37989,2.54731,0.7247,0.2819,1.0,1.0601,1.3799,3.5473,7244,10000,25806,7244,7681,1058958,813318,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,5154.05
ecom|s5|r50|PRED_OVERLAP|c2,ecom,5,50,PRED_OVERLAP,2,0.05161,0.7244,50,5.198216,13.367414,3.76615,3.99257,3.99257,3.76615,5.198216,C,0.06012,0.06012,0.38025,0.0,0.38025,2.54936,0.7245,0.2817,1.0,1.0601,1.3802,3.5494,14488,20000,51612,14488,15362,2011724,1545081,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,10495.1
ecom|s5|r50|PRED_OVERLAP|c4,ecom,5,50,PRED_OVERLAP,4,0.05161,0.7244,50,9.73528,25.032972,7.052401,7.476448,7.476448,7.052401,9.73528,C,0.06013,0.06013,0.38042,0.0,0.38042,2.54957,0.7244,0.2817,1.0,1.0601,1.3804,3.5496,28976,40000,103224,28976,30724,3727256,2862668,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19701.2
ecom|s5|r50|PRED_MUTEX|c1,ecom,5,50,PRED_MUTEX,1,0.02,1.0,50,2.599684,2.591684,2.599684,2.591684,2.591684,2.591684,2.591684,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4205.4
ecom|s5|r50|PRED_MUTEX|c2,ecom,5,50,PRED_MUTEX,2,0.02,1.0,50,5.198216,5.182216,5.198216,5.182216,5.182216,5.182216,5.182216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8558.8
ecom|s5|r50|PRED_MUTEX|c4,ecom,5,50,PRED_MUTEX,4,0.02,1.0,50,9.73528,9.70328,9.73528,9.70328,9.70328,9.70328,9.70328,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,16068.6
ecom|s5|r100|PRED_SHARED|c1,ecom,5,100,PRED_SHARED,1,0.0531,0.0531,100,2.603684,13.75795,0.145924,0.283424,2.741183,0.145924,2.603684,C,17.78497,0.94227,16.8427,0.0,16.8427,93.28142,0.056,0.0106,9.6717,18.785,17.8427,94.2814,531,10000,53100,531,10531,1058958,1115231,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s5|r100|PRED_SHARED|c2,ecom,5,100,PRED_SHARED,2,0.0531,0.0531,100,5.202216,27.5217,0.283987,0.559124,5.477353,0.283987,5.202216,C,18.28736,0.96884,17.31853,0.0,17.31853,95.91197,0.0546,0.0103,9.7963,19.2874,18.3185,96.912,1062,20000,106200,1062,21062,2011724,2118629,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s5|r100|PRED_SHARED|c4,ecom,5,100,PRED_SHARED,4,0.0531,0.0531,100,9.73928,51.5446,0.525065,1.040431,10.254646,0.525065,9.73928,C,18.53023,0.98153,17.54871,0.0,17.54871,97.168,0.0539,0.0102,9.8562,19.5302,18.5487,98.168,2124,40000,212400,2124,42124,3727256,3925336,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s5|r100|PRED_DISTINCT|c1,ecom,5,100,PRED_DISTINCT,1,0.05031,0.9941,100,2.603684,13.024221,2.588343,2.715614,2.715614,2.588343,2.603684,C,0.04917,0.04917,0.00593,0.0,0.00593,4.03188,0.9941,0.1987,1.0,1.0492,1.0059,5.0319,9941,10000,50309,9941,10431,1058958,1104739,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8571.5
ecom|s5|r100|PRED_DISTINCT|c2,ecom,5,100,PRED_DISTINCT,2,0.05031,0.9941,100,5.202216,26.055443,5.171509,5.425947,5.425947,5.171509,5.202216,C,0.0492,0.0492,0.00594,0.0,0.00594,4.03827,0.9941,0.1985,1.0,1.0492,1.0059,5.0383,19882,20000,100618,19882,20862,2011724,2098667,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,17474.6
ecom|s5|r100|PRED_DISTINCT|c4,ecom,5,100,PRED_DISTINCT,4,0.05031,0.9941,100,9.73928,48.797494,9.681733,10.158165,10.158165,9.681733,9.73928,C,0.04921,0.04921,0.00594,0.0,0.00594,4.04016,0.9941,0.1984,1.0,1.0492,1.0059,5.0402,39764,40000,201236,39764,41724,3727256,3888334,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,32814.8
ecom|s5|r100|PRED_NESTED|c1,ecom,5,100,PRED_NESTED,1,0.05174,0.1008,100,2.603684,13.391809,0.269534,0.271069,2.605219,0.269534,2.605219,C,8.66563,0.0057,8.66563,0.0,8.65993,48.68497,0.1035,0.0201,9.6109,9.6656,9.6599,49.685,1008,10000,51742,1008,10006,1058958,1059584,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,308.55
ecom|s5|r100|PRED_NESTED|c2,ecom,5,100,PRED_NESTED,2,0.05174,0.1008,100,5.202216,26.795458,0.531513,0.534583,5.205286,0.531513,5.205286,C,8.79334,0.00578,8.79334,0.0,8.78756,49.41357,0.1022,0.0198,9.7371,9.7933,9.7876,50.4136,2016,20000,103484,2016,20012,2011724,2012912,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,612.1
